"CrashDate","CrashYear","CrashMonth","CrashDay","CrashTime","LightCondition","Weather","County","CityVillageTownshipName","Lat","Long","PedestrianRelated","BicycleRelated","Narrative"
2020-06-16,2020,6,16,04:35:00,"Dark - Lighted Roadway","Clear","Cuyahoga County","Cleveland",41.495286,-81.679797,TRUE,FALSE,"UNIT 1 WAS TRAVELING EB ON IR I-90 E IN THE FAR RIGHT LANE WHEN THEY OBSERVED UNIT 2 A PEDESTRIAN ON THE BERM OF THE HIGHWAY BEGIN TO RUN INTO TRAFFIC. UNIT 1 STATED UNIT 2 RAN IN FRONT OF THEIR VEHICLE AND THEY ATTEMPTED TO SWERVE TO AVOID THEM. UNIT 1 STATED THEY BELIEVE THEY STRUCK UNIT 2 IN THE MIDDLE LANE. UNIT 1 THEN PULLED OVER ALL THE WAY IN THE FAR LEFT LANE. UNIT 1 REPORTED NO INJURIES. UNIT 2 TRANSPORTED TO METRO BY EMS-17 PRIOR TO ARRIVAL. UNIT 2 A FATAL WAS PRONOUNCED AT METRO BY DR TABBUT"
2020-01-03,2020,1,3,20:11:00,"Dark - Lighted Roadway","Rain","Mahoning County","Boardman (Township of)",41.053806,-80.672282,TRUE,FALSE,"Unit 1 was traveling southbound on CR 135. Unit 2 a pedestrian was entering the road from the east side of CR 135 at an unmarked crosswalk. Unit 1 struck unit 2.1-18-20: OH-2 Supplemented to included blood results."
2020-01-12,2020,1,12,18:20:00,"Dark - Lighted Roadway","Clear","Mahoning County","Boardman (Township of)",41.025883,-80.710197,TRUE,FALSE,"Unit 1 a pedestrian was walking eastbound across SR-625.  Unit 2 was travleing northbound on SR-625.  Unit 1 walked into the travel lane and unit 2 struck unit 1.OH-2 Supplement 1/21/20; OH-2 Supplemented 4/30/20."
2020-02-14,2020,2,14,21:10:00,"Dark - Roadway Not Lighted","Clear","Sandusky County","Sandusky (Township of)",41.378277,-83.105221,TRUE,FALSE,"Unit #2 was traveling southeast bound on CR 53.  Unit #1 was walking northwest bound on CR 53; in the southbound lane and was stuck by Unit #2.  This crash was suplmented on 04/27/20 with the Lucas County Coroner's office report."
2020-02-17,2020,2,17,18:50:00,"Dark - Roadway Not Lighted","Cloudy","Allen County","Lima",40.761217,-84.145885,TRUE,FALSE,"Unit #1 was crossing State Route 309 from the north to the south. Unit #1 tripped over the raised concrete median and fell in the left lane of eastbound State Route 309. Unit #2 was traveling southeast on State Route 309; in the left lane; and struck Unit #1. *** On March 16; 2020 this crash was supplemented with the blood alcohol and toxicology results of Unit #1 and Unit #2 driver; and OH-2 narrative corrections. ***"
2020-02-18,2020,2,18,20:02:00,"Dark - Lighted Roadway","Cloudy","Ross County","Springfield (Township of)",39.384083,-82.969239,TRUE,FALSE,"Unit 1 was parked on the U.S. Route 23 northbound exit ramp to State Route 159. Unit 3; who had been driving Unit 1; was standing outside of Unit 1. Unit 2 was entering the U.S. Route 23 northbound exit ramp to State Route 159 when it struck Unit 1 and Unit 3. Units 1 and 2  traveled off the right side of the roadway. Unit 3 came to final rest lying on the roadway. **This crash was supplemented with updated field sketch information on March 16; 2020.** This crash was supplemented with corrected address information for the registered owner of Unit 2.** This crash was supplemented with an update to toxicology on May 26; 2020.** SUPPLEMENT 07/28/2020: Unit #3 results were updated to reflect the toxicology report."
2020-02-09,2020,2,9,19:14:00,"Dark - Roadway Not Lighted","Snow","Erie County","Perkins (Township of)",41.382955,-82.646094,TRUE,FALSE,"Unit #1 was walking westbound across US 250; which does not have a marked crosswalk. Unit #2 was southeast bound on US 250 and struck Unit #1.                                                                                                                                                                                                                                                                                   US 250 is generally an East and West Route; but in this specific location it is Northwest and Southeast. ***SUPPLEMENT Alcohol results added on 2-29-20 ***Supplement Toxicology report 4-2-20 *** SUPPLEMENT Coroner’s report 5-21-20"
2020-02-16,2020,2,16,19:28:00,"Dark - Lighted Roadway","Cloudy","Muskingum County","Falls (Township of)",39.984424,-82.021099,TRUE,FALSE,"Unit 1 was traveling southeast on SR 60 and drove off the right side of the roadway striking a utility pole. Unit 1 struck a mailbox; a pedestrian and two fixed objects before coming to final rest.  ***Supplement: Blood results for Unit 1. ***Supplement: Charges for Unit 1."
2020-03-07,2020,3,7,19:02:00,"Dark - Roadway Not Lighted","Clear","Mahoning County","Green (Township of)",40.981541,-80.820781,TRUE,FALSE,"Unit #1 was eastbound on US route 62 when a pedstrian walked across the roadway from the south and was struck by Unit #1."
2020-03-07,2020,3,7,22:50:00,"Dark - Lighted Roadway","Clear","Highland County","Hillsboro",39.204889,-83.610853,TRUE,FALSE,"Unit #1 was traveling northbound on US 62. Unit #2 (pedestrian) was walking eastbound on US 62 and failed to yield when they were struck by Unit #1. **Supplement #1 on April 22; 2020 Unit #1's toxicology results. **Supplement #2 on June 16; 2020; Coroners Report for Unit #2  received. **Supplement #3 on June 19;2020;  Highland County Prosecutor's Office contacted for applicable charges for Unit #1; Victim/Witness information documented."
2020-03-10,2020,3,10,21:03:00,"Dark - Roadway Not Lighted","Clear","Sandusky County","Green Creek (Township of)",41.329561,-83.046577,TRUE,FALSE,"Unit #2 was traveling southeast in the left lane on US 20. Unit #1 was walking northbound in the left lane; crossing US 20; and was struck by Unit #2. ***SUPPLEMENTED  5/9/20 Coroner's Report and Toxicology Result"
2020-03-12,2020,3,12,08:11:00,"Daylight","Clear","Ross County","Twin (Township of)",39.349058,-83.075844,TRUE,FALSE,"Unit 1 was traveling east on SR 28. Unit 2 was standing in the roadway directing traffic. Unit 1 struck Unit 2 causing Unit 2 to travel off of the right side of the roadway. Unit 1 crossed the centerline.   SUPPLEMENT 03/25/2020: To reflect the U-2 was wearing a safety reflective vest.  Supplement 4/14/2020: Correction to the unit error; contributing circumstances for Unit #1 changed to ACDA; Unit #1's damaged areas updated to reflect damage to the front of the vehicle and notes including OSHA regulations for traffic flaggers. Supplement 05/13/2020:  Test results were added for Unit 2 and the coroner's report is attached."
2020-04-30,2020,4,30,03:00:00,"Dark - Roadway Not Lighted","Cloudy","Allen County","Marion (Township of)",40.83783,-84.262384,TRUE,FALSE,"Unit 1 was traveling west on US 30.  The marks on scene indicate Unit 1 swerved to the right and struck Unit 2 who was in the roadway. Unit 1 then swerved back to the left and continued without stopping. Unit 2 came to final rest on the north east side of the intersection.                                                                                                                                                                                                                                                                                                                                                         Supplemented on 05/13/2020 / Supplemented on 06/02/2020                                                                                                                                                               See OH-2 for details."
2020-04-30,2020,4,30,01:12:00,"Dark - Lighted Roadway","Rain","Montgomery County","Butler (Township of)",39.847953,-84.190144,TRUE,FALSE,"Unit 2 and Unit 3 were southbound on IR 75; Unit 2 was in the far left lane from the west side of IR 75; Unit 3 was in the second lane from the west side of IR 75.  Unit 1; a pedestrian; was crossing westbound on IR 75 in the far left lane from the west side of IR 75.  Unit 2 struck Unit 1; which caused Unit 1 to land in the second lane from the west side of IR 75; then Unit 3 struck Unit 1.  Unit 1 came to rest in the middle lane of IR 75; Unit 2 came to rest in the far left lane from the west side of IR 75; Unit 3 pulled onto the right shoulder.  Crash report was supplemented with corrections to the short narrative.                                                                                                                                                                                                                                                                                                                             June 5; 2020: Coroners report has not been completed yet.                                                                                                                                                                     June 16; 2020: Coroners report added to crash report; toxicology levels added to Unit 1."
2020-06-05,2020,6,5,22:55:00,"Dark - Roadway Not Lighted","Clear","Warren County","Deerfield (Township of)",39.306512,-84.279485,TRUE,FALSE,"Unit 1 was traveling west on US-22 in the left lane. Unit 2 was crossing the roadway from the north to the south. Unit 1 struckUnit 2. Unit 2 was not in a crosswalk.  06/15/2020 Crash Supplemented as a fatal; corrections on OH-1 and OH-2; and additional information added to OH-2.  8/3/20: Supplemented blood results for Unit 2."
2020-06-01,2020,6,1,07:08:00,"Daylight","Clear","Madison County","Range (Township of)",39.729992,-83.372399,TRUE,FALSE,"Unit 1 was traveling southwest on IR71 approaching a work zone. Unit 1 failed to move over and struck work zone barriers and Unit 2; forcing it off the right side of the roadway. Unit 1 then struck Units 3 and 4; causing Unit 3 to strike Unit 5 and Unit 5 to strike Unit 6.     Crash was supplemented on January 8; 2021. Supplemented Janurary 14; 2021 (Charges Filed)."
2020-06-02,2020,6,2,20:18:00,"Daylight","Clear","Fairfield County","Violet (Township of)",39.842645,-82.76009,FALSE,TRUE,"Unit #1 and Unit #2 were westbound on CR 13. Unit # 2 traveled off the right side of the roadway; struck Unit # 1 and struck a ditch. Unit # 1 traveled off the right side of the roadway and overturned into a ditch. Supplemented to include the driver of Unit # 2 Alcohol Analysis. 7/28/2020-Supplemented to include the driver of Unit # 2  Drug analysis. 11/20/2020-Supplemented to include the drug and alcohol analysis for the driver of Unit# 1."
2020-05-29,2020,5,29,12:32:00,"Daylight","Cloudy","Medina County","Liverpool (Township of)",41.26758,-81.920187,TRUE,FALSE,"Unit #1 (construction road widener - paver) was slowly traveling southwest while working on SR252 (Columbia Road).  Unit #2 (commercial semi-truck) was traveling northeast on SR252 in the construction zone.  Unit #3 (worker) was standing on the roadway near yellow line beside the paving unit.  Unit #2 struck a low hanging line which fell onto the operator of the paver and machine controls.  When this occurred the paver moved; struck and ran over Unit #3; pinning him under the paver."
2020-06-17,2020,6,17,15:14:00,"Daylight","Clear","Wayne County","Wooster (Township of)",40.784848,-81.963807,TRUE,FALSE,"Unit #1 was northbound on SR 3.  Unit #2 was attempting to walk westbound across SR 3.  Unit #1 struck Unit #2.  **Crash is being supplemented to show blood results from Unit #2."
2020-06-13,2020,6,13,22:18:00,"Dark - Roadway Not Lighted","Clear","Muskingum County","Muskingum (Township of)",40.069316,-82.061103,TRUE,FALSE,"Unit #1 was northbound on SR 60 while Unit #2 was crossing SR 60. Unit #1 struck Unit #2 in the roadway and left the scene. Supplemented on 8/15/20 to show alcohol results for Tammy Higley.               *** Supplemented 9/27/20: Drug and alcohol results notated."
2020-06-19,2020,6,19,23:57:00,"Dark - Roadway Not Lighted","Clear","Richland County","Washington (Township of)",40.667455,-82.535173,TRUE,FALSE,"Unit #1; a pedestrian; was attempting to cross the northeast lanes of Interstate 71 from west to east. Unit #2 was traveling northeast on Interstate 71. Unit #2 struck Unit #1. SUPPLEMENT 9/22/2020: Blood specimen analysis tested positive for Tetrahydrocannabinol (THC) at 57.64 nanograms. Unit 2 license status supplemented."
2020-07-03,2020,7,3,16:12:00,"Daylight","Clear","Trumbull County","Mesopotamia (Township of)",41.46671,-80.953433,TRUE,FALSE,"Unit 1 was northbound on SR 534. Unit 2 was eastbound crossing SR 534. Unit 2 entered the path of Unit 1 and was struck. Crash supplemented with urine results for unit #1."
2020-06-27,2020,6,27,23:35:00,"Dark - Roadway Not Lighted","Clear","Brown County","Eagle (Township of)",38.955823,-83.699327,TRUE,FALSE,"Unit #1 was driving westbound on State Route 32. Unit #1 struck a pedestrian on or near the roadway.  Unit 1 did not remain at the scene. The crash was supplemented on September 10; 2020 with the toxicology from the Montgomery County Coroner's Office.  The crash was supplemented to show that there will be no criminal charges filed against the driver of Unit #1.                                                                                                                                                                                   **Crash was supplemented on 12/8/2020 to show no enforcement for this crash."
2020-07-01,2020,7,1,00:59:00,"Dark - Lighted Roadway","Clear","Fulton County","Dover (Township of)",41.604182,-84.153058,TRUE,FALSE,"Unit 2 was crouched on the roadway on the west side of SR 108.  Unit 1 traveled southbound on SR 108 and struck Unit 2.  ***Supplement - The OH-2 was updated with the crime lab report number and case number in reference to an illegal drug that was found on Mr. Zimmerman.***"
2020-07-21,2020,7,21,23:23:00,"Dark - Roadway Not Lighted","Clear","Lorain County","Henrietta (Township of)",41.345032,-82.333163,TRUE,FALSE,"Unit #2; a tow truck; was stopped on the south shoulder of the Ohio Turnpike; loading Unit #3's disabled trailer. Unit #3 was stopped on the right berm ahead of Unit #2. Unit #4 and Unit #5; both pedestrians; were standing outside the vehicles. Unit #1 was traveling eastbound in the right lane; ran off the road on the right side; and struck Unit #2; Unit #3 (trailer); Unit #4 and Unit #5; before overturning in the roadway. Unit #5 then struck Unit #3. **Supplement: 8/13/2020 to correct VIN # of Unit #3. **Supplement: 10/7/20 - Alcohol results updated Unit 1. **Supplement: 11/16/2020 to publish drug results for unit 1; Corner's verdict for unit 4 and unit 5; and the toxicology report for unit 4 and unit 5. **Supplement: 1/11/2021 to correct results for Unit #1 to show blood results; not urine."
2020-07-19,2020,7,19,01:05:00,"Dark - Roadway Not Lighted","Clear","Summit County","Tallmadge",41.092892,-81.429292,TRUE,FALSE,"Unit #1 was traveling southeast on Southeast Avenue near South Alling Road.  Unit #2 was walking northeast across Southeast Avenue.  Unit #1 struck Unit #2 and Unit #2 suffered fatal injuries. **Supplemented Crash 8/7/2020; see OH-2."
2020-08-05,2020,8,5,23:04:00,"Dark - Lighted Roadway","Clear","Cuyahoga County","Cleveland",41.464462,-81.693157,TRUE,FALSE,"Unit #1 was walking in the northbound lanes of SR176.  Unit #2 was traveling north on SR-176 and struck Unit #1 in the roadway.  ***Supplemented on 09/17/20: Additional one page written statment"
2020-08-10,2020,8,10,17:40:00,"Daylight","Clear","Belmont County","Flushing",40.14824,-81.06832,TRUE,FALSE,"Unit 1 was northbound on SR 149. Unit 2 walked westbound onto SR 149 and was struck by Unit 1."
2020-08-17,2020,8,17,23:25:00,"Dark - Roadway Not Lighted","Clear","Ashland County","Mifflin (Township of)",40.782562,-82.3608,TRUE,FALSE,"Unit #1 was disabled from a prior crash; facing northbound; across both lanes of US-30 EB.  Unit #2 was EB on US-30 in the right lane.  Unit #3 was standing on the east side of Unit #1.  Unit #4 was standing on the west side of Unit #1.  Unit #2 struck Unit #4; 1; and 3.  After impact; Unit #1 traveled off the left side of the roadway and struck the concrete barrier and came to a final rest in the left lane.  Unit #2 came to final rest in the right lane.                                                                  **Supplement 08/26/20** Unit #4's blood test results.                                                                                                                                                                               **Supplement 10/13/20**Unit #2's urine test results.                                                                                                                                                                                **Supplement 1/27/21** Unit 3 blood test results.                                                                                                                                                                                    **Supplement 03/15/21**Charges for Unit #4."
2020-08-22,2020,8,22,21:18:00,"Dark - Roadway Not Lighted","Clear","Clermont County","Pierce (Township of)",39.020839,-84.207804,TRUE,FALSE,"Unit #1 was walking northwest on a sidewalk along State Route 125. Unit #2 was traveling southeast on State Route 125. Unit #1 walked northeast into the roadway and was struck by Unit #2. This report was supplemented on 10/20/20 to include Toxicology; Cause of Death; and Coroner Report for Unit #1 driver."
2020-08-08,2020,8,8,08:27:00,"Daylight","Clear","Coshocton County","Virginia (Township Of)",40.174734,-81.907576,TRUE,FALSE,"Unit 2 was southwest bound on SR 16 stopped in the roadway. Unit 1 was southwest bound on SR 16. The driver of Unit 2 exited the vehicle and is reported as Unit 3.  Unit 1 then struck Unit 2 and 3. Crash supplemented on 9/22/20 to show that the case was sent to the Coshocton County Prosecutor to review for charges and the test results for both persons involved. Met with the Law Director on 11/18/20. They decided on first degree misdemeanor vehicular homicide charges. The charges were signed and awaiting trial."
2020-08-25,2020,8,25,23:07:00,"Dark - Roadway Not Lighted","Cloudy","Allen County","Bath (Township of)",40.76385,-84.058359,TRUE,FALSE,"Unit 1 was traveling southwest on Dixie Highway. Unit 1 struck Unit 2 which was in the southbound lane of travel. **Unit #2 toxicology added.** **Charges for Unit #1 driver added.**"
2020-08-25,2020,8,25,16:34:00,"Daylight","Clear","Mahoning County","Austintown (Township of)",41.085645,-80.726194,FALSE,TRUE,"Unit 1 was westbound on Pembrook Rd. Unit 2 was southbound on a private drive; attempting to cross Pembrook Rd. Unit 2 entered Pembrook Rd from the private drive. Unit 1 struck Unit 2. Supplemented OH2 on 01/23/2021."
2020-08-24,2020,8,24,16:39:00,"Daylight","Clear","Trumbull County","Champion (Township of)",41.301356,-80.848487,TRUE,FALSE,"Unit #1 was traveling southbound on SR 45 (Mahoning Avenue). Unit #2 was walking southwest-bound across SR 45. Unit #2 entered into the southbound lane of SR 45 and was struck by Unit #1. **Supplemented with unit 1 lab results.** *Supplemented with correct time the crash occurred and Unit #2 toxicology report** 12/16/20 Supplement to include unit #1 toxicology report."
2020-08-27,2020,8,27,20:25:00,"Dawn/Dusk","Clear","Clark County","Madison (Township of)",39.815833,-83.688333,TRUE,FALSE,"Unit #1 was traveling northwest on Dolly Varden Rd. and struck a pedestrian in the roadway.  Unit #1 continued on. Crash Supplement: Supplemented on 10/07/2020 with Coroner Report and Computer Forensics Report for cellphone download.  * Supplemment 12/20/2020 - Lab results for Unit# 1.  *Supplement 01/26/2021 - Coroner lab results entered into Unit# 2 lab results."
2020-09-03,2020,9,3,15:42:00,"Daylight","Clear","Clark County","German (Township of)",40.025746,-83.914869,TRUE,FALSE,"Unit 1 was traveling southeast on Ballentine Pike and struck a pedestrian attempting to cross the roadway.  Supplement 12/19/2020 Alcohol test result for Unit 1.  * Supplement 12/27/2020 Coroner Report Information. *Supplement 02/02/2021 Toxicology results for Unit 1 and update crash status. * Supplement 03/12/2021 prosecutor's decision for charges."
2020-09-14,2020,9,14,16:47:00,"Daylight","Clear","Butler County","Middletown",39.538811,-84.344551,FALSE,TRUE,"Unit # 1 was traveling southbound on Breiel Boulevard; passing through the intersection of Miller Road on a green traffic light.  Unit # 2  was traveling west on Miller Road; across Breiel Boulevard.  Unit # 2  failed to stop for a red traffic light and struck Unit # 1 in the front left corner panel."
2020-09-26,2020,9,26,06:20:00,"Dark - Roadway Not Lighted","Cloudy","Trumbull County","Howland (Township of)",41.255581,-80.788554,TRUE,FALSE,"Unit # 1 was traveling south on Elm Road.  Unit # 2; a pedestrian; was in the southbound lane of Elm Road.  Unit # 1 struck Unit # 2. Crash supplemented with alcohol results for unit #1 and alcohol and drug results for unit #2. 1/27/21 Supplement to include drug results for unit #1."
2020-09-23,2020,9,23,21:42:00,"Dark - Roadway Not Lighted","Clear","Trumbull County","Howland (Township of)",41.203207,-80.772979,TRUE,FALSE,"Unit 1 was eastbound on Deforest Road. Unit 1 drove off the right side of the road then off the left side and struck a house. Inside the house was an occupant that was struck and killed by Unit 1.  **Supplement Unit 1 BAC results.**"
2020-10-10,2020,10,10,19:52:00,"Dark - Roadway Not Lighted","Clear","Brown County","Scott (Township of)",38.93156,-83.903016,TRUE,FALSE,"Unit #1 was walking north on US 68.  Unit #2 was traveling north on US 68.  Unit #2 struck Unit #1 in the northbound lane of US 68. The crash was supplemented on December 10; 2020 with the autopsy lab results for Unit 1.  On January 28; 2021; the lab results were supplemented for Unit 2."
2020-10-09,2020,10,9,19:52:00,"Dark - Lighted Roadway","Clear","Mahoning County","Boardman (Township of)",41.036843,-80.662764,TRUE,FALSE,"Unit 1 was traveling Southbound on SR-7 in the right lane near MP-10. Unit 2; a pedestrian was crossing SR-7 near MP-10. Unit 2 was in the roadway and was struck by Unit 1. Supplemented 12/18/20 *This crash is being supplemented due to the private property box being checked in error. Supplement 01/09/20 OH-2"
2020-10-08,2020,10,8,15:36:00,"Daylight","Clear","Lucas County","Sylvania",41.702382,-83.750668,FALSE,TRUE,"Unit 1 traveled North on a bike trail.  Unit 2 traveled eastbound on Brint Road.  Unit 1 failed to yield to a stop sign and was struck by Unit 2.  Unit 1 overturned and went off the roadway on the right side.  Unit 2 went off the roadway on the right side."
2020-10-21,2020,10,21,07:50:00,"Dark - Roadway Not Lighted","Clear","Harrison County","Stock (Township of)",40.322198,-81.131983,TRUE,FALSE,"Unit #2 was a pedestrian along US 250 and was struck by Unit #1.  There was no direction of travel determined for Unit #1.  Unit #2 came to final rest off the south side of the roadway."
2020-10-31,2020,10,31,22:40:00,"Dark - Roadway Not Lighted","Clear","Geauga County","Munson (Township of)",41.55902,-81.203467,TRUE,FALSE,"Unit #1 was traveling southwest on Bass Lake Rd. Unit #2 ran out into the roadway from the northwest side of the road. Unit #1 struck Unit #2."
2020-11-09,2020,11,9,21:35:00,"Dark - Roadway Not Lighted","Clear","Mahoning County","Boardman (Township of)",40.995319,-80.662741,TRUE,FALSE,"Unit 2 was traveling southbound on SR-7 in the left lane; Unit 1 was walking westbound across SR-7 and was struck by Unit 2."
2020-11-16,2020,11,16,20:30:00,"Dark - Roadway Not Lighted","Cloudy","Seneca County","Pleasant (Township of)",41.197364,-83.16777,TRUE,FALSE,"Unit # 1 was northbound on SR 53 and struck Unit # 2; a pedestrian in the roadway; coming from the west. Unit # 2 came to rest off the right side of the roadway and unit # 1 fled the scene.      Crash Supplemented on 12/6/2020 to reflect:  OH-1P Box checked for witnesses; correction on the brief narrative; small diagram change; unit #1 change of color and model. and OH-2 narrative correction.    Crash Supplemented on 2/2/2021 to reflect: Lucas County Coroners report for cause of death.     Crash Supplement 03/15/2021 to include: charges for Ms. Conner; see OH-2 Narrative. Crash Supplement: 03/16/2021 to update the alcohol/drug tox results for Mrs. Borer; see OH-2 Narrative."
2020-11-14,2020,11,14,20:18:00,"Dark - Lighted Roadway","Cloudy","Jefferson County","Richmond",40.434115,-80.773745,TRUE,FALSE,"Unit 1 was traveling northwest on SR 43. Unit 2 was traveling northeast crossing SR 43 when she was struck by Unit 1.                                                                                                                                                                                                                                                                                                                                        Supplement in OH-2: 1-30-2021"
2020-11-29,2020,11,29,19:54:00,"Dark - Roadway Not Lighted","Clear","Licking County","Union (Township of)",39.937897,-82.536832,TRUE,FALSE,"Unit 2 was southbound on State Route 37 and struck a pedestrian walking in the roadway.  Crash supplemented with Unit #2 toxicology."
2020-12-04,2020,12,4,17:54:00,"Dark - Roadway Not Lighted","Cloudy","Stark County","Lake (Township of)",40.988516,-81.396495,TRUE,FALSE,"Unit #1 was a pedestrian who was standing in the eastbound lane of Pontius Road.  Unit #2 was traveling eastbound on Pontius Road and struck Unit #1.  Unit #2 then ran off the right side of the roadway.  ***Supplement*** 2/25/2021 14:56 hours; Correspondence with Prosecutor's Office and notification to driver of Unit #2 about charges not being filed."
2020-12-08,2020,12,8,18:20:00,"Daylight","Clear","Ross County","Springfield (Township of)",39.32302,-82.885976,TRUE,FALSE,"Unit 1 was southbound on Miller RD (TR-245); attempting to back up onto Charleston Pike (CR-222). Unit 2 stopped to assist Unit 1. Unit 2 was subsequently  struck by Unit 1 during the assistance.  *Supplement* 12/21/20: Update to Unit 2 injuries"
2020-12-24,2020,12,24,23:25:00,"Dark - Lighted Roadway","Cloudy","Hamilton County","Saint Bernard",39.16627,-84.506512,TRUE,FALSE,"Unit 1 was disabled on southbound IR 75. Unit 2 was traveling south on IR 75 and stopped to assist Unit 1. Unit 3 stepped out of Unit 1 and was standing between Unit 1 and Unit 2. Unit 4 was traveling southbound on IR 75. Unit 4 struck Unit 1; Unit 2 and Unit 3 and then fled the scene.   3/3/20: Supplemented blood results and cause of death from the Hamilton County Coroner's Office."
2020-01-10,2020,1,10,19:15:00,"Dark - Roadway Not Lighted","Rain","Stark County","Tuscarawas (Township of)",40.7711,-81.575,TRUE,FALSE,"Unit 1 was standing in the southbound lane when unit #2 was traveling southwest on SR 241 and struck unit #1.  Unit #3 who was behind unit #2 also traveling southwest on SR 241 then struck unit #1 and appeared to have drug unit #1 an unknown  distance."
2020-01-11,2020,1,11,18:22:00,"Dark - Lighted Roadway","Rain","Ross County","Chillicothe",39.32621,-82.98001,TRUE,FALSE,"Unit 1 parked his vehicle in front of 320 S Paint St (Jack's Tires) and jaywalked E/B across S Paint St. This was a dark roadway and he was wearing a dark coat during a rain storm. Unit 2 was N/B on S Paint St in the right lane. Unit 2 advised he never saw the subject walking across the roadway until contact was made. Unit 2 advised he stopped immediately. Unit 1 received life threatening injuries and was transported to ARMC by Chillicothe FD/Medic 4. Unit 1 was pronounced deceased at the hospital."
2020-01-22,2020,1,22,19:28:00,"Dark - Roadway Not Lighted","Clear","Stark County","Sugar Creek (Township of)",40.6857,-81.5798,TRUE,FALSE,"Unit 1  was walking southbound on Justus Ave SW in the southbound lane. Unit 2 was traveling southbound on Justus Ave SW. Unit 3 wass northbound on Justus Ave SW. Unit 2 struck Unit 1."
2020-03-10,2020,3,10,06:58:00,"Daylight","Rain","Montgomery County","Dayton",39.75895,-84.195306,TRUE,FALSE,"On March 10; 2020 Unit #1 was northbound on South Wilkinson Street in the lane closest to the west curb; at an unknown speed; and when at the intersection of South Wilkinson Street and West Third Street attempted to make a left turn to proceed westbound on West Third Street and in so doing;failed to yield the right of way to Unit #2; a pedestrian; that was walking northbound across West Third Street; in the crosswalk."
2020-03-25,2020,3,25,19:01:00,"Daylight","Clear","Montgomery County","West Carrollton",39.677133,-84.240516,FALSE,TRUE,"U1 was westbound on E. Central Ave. in the right turn lane; turning right onto northbound W. Alex Bell Rd.  U2 was eastbound on the sidewalk on the north side of E. Central Ave.; entering the crosswalk of W. Alex Bell Rd. to continue straight across the intersection.  U1 then struck U2 with its front end while turning.  No fault will be listed while this crash remains under further investigation."
2020-05-15,2020,5,15,21:56:00,"Dark - Roadway Not Lighted","Cloudy","Wood County","Plain (Township of)",41.3721,-83.7192,TRUE,FALSE,"Unit #1 is a pedestrian that was walking westbound in the middle of the eastbound lane of US6. Unit #2 was traveling eastbound on US6 and struck unit #1."
2020-05-27,2020,5,27,22:18:00,"Dark - Roadway Not Lighted","Clear","Hancock County","Washington (Township of)",40.880575,-83.823802,TRUE,FALSE,"Unit 1 was traveling southbound on SR 235 north of CR 29. Unit 1 struck a pedestrian walking on the west side of the roadway southbound on SR 235. Unit 2 was found to be 44 year old William Lawson."
2020-06-11,2020,6,11,18:08:00,"Daylight","Clear","Lucas County","Oregon",41.652569,-83.414378,FALSE,TRUE,"Unit #1 was on a bicycle riding south through the parking lot of 5665 Seaman Rd.; traveling towards Seaman Rd. Unit #2 was westbound in the 5600 block of Seaman Rd. Just prior to entering Seaman Rd.; Unit 1 turned to the west to head to the bike path just west of the parking lot at 5665 Seaman Rd.  Once at the bicycle path; Unit 1 turned south and attempted to cross Seaman Rd.  Unit #1 failed to stop prior to crossing Seaman Rd and was struck by Unit #2.  The rider of Unit 1 was ejected from the bicycle and came to rest in the grass on the north side of Seaman Rd; in front of 5557 Seaman Rd. The Rider of Unit 1 was transported by Lucas County EMS to St. Vincent Mercy Medical Center where he sucomed to his injuries.  The occupants of Unit #2 reported no injuries at the scene."
2020-05-21,2020,5,21,22:58:00,"Dark - Roadway Not Lighted","Cloudy","Montgomery County","Dayton",39.7979,-84.2551,TRUE,FALSE,"At about 2258 hours on 05/22/2020; unit number one; a pedestrian; was traveling an unknown direction in the traffic way of Free Pike and when about fifty feet east of North Gettysburg Avenue; was struck by unit number two who was traveling eastbound on Free Pike in the first lane from the south curb. After separating; unit number one was then struck by unit number three who was also traveling eastbound on Free Pike in an unknown lane from south curb. The driver of unit number three failed to remain on scene and identify themselves as required by law."
2020-07-31,2020,7,31,18:43:00,"Dawn/Dusk","Clear","Van Wert County","Hoaglin (Township of)",40.917538,-84.463186,FALSE,TRUE,"Unit 1 was traveling east bound on Convoy Rd near the residence of 18725.  Unit 2 was also traveling eastbound on Convoy Rd. Unit 2 stated they were traveling approximately 60 MPH. Unit 2 stated they did not see unit 1 and struck unit 1 in the rear. U:nit 2 continued traveling approximately several hundred feet before stopping. The occupant of unit 1 was thrown off of her bike causing fatal injuries to her and disabling damage to the bike. The driver and occupants of Unit 2 did not appear to have any injuries. Unit 2 did have disabling damage due to the accident. Middle Point Fire and EMS assisted on scene and transported the body after being pronounced dead on scene by coroner Dr. Jarvis4"
2020-08-04,2020,8,4,09:18:00,"Daylight","Cloudy","Montgomery County","Dayton",39.771816,-84.176381,FALSE,TRUE,"On August 4; 2020 at approximately 0918 hours; unit number one (a bicyclist) was travelling eastbound on State Route 4 in the right shoulder at an unknown rate of speed and when near milepost 54.4; apparently lost control and drove into the first lane from the south curb and was struck by unit number two who was travelling east on State Route 4 in the first lane from the south curb at an unknown rate of speed."
